dataset,sample_id,drift_289,drift_385,drift_517,drift_649,drift_769
m3fd,00000,0.2737968837207483,0.26281793195836856,0.22578664517942126,0.21224976107631133,0.21201646661497175
m3fd,00011,0.2767051765746451,0.2646971614728152,0.23593117426663635,0.2201612507899312,0.22382067405841932
m3fd,00025,0.19267283141225888,0.1856085421134901,0.17857233473675382,0.1696941673661987,0.1732812385363911
m3fd,00031,0.19099048659685747,0.18256476271862587,0.17150743425051052,0.163225690003852,0.16430887673763173
m3fd,00033,0.2691249446610373,0.2479681342006831,0.22483109321147265,0.21193008328269636,0.21265309150633305
m3fd,00042,0.20695727430438182,0.19098001695217448,0.17509826930751204,0.16608628759521304,0.17008404506209052
m3fd,00061,0.15522654295467553,0.1450734805052467,0.13447222883762533,0.12716049221329784,0.13014354537587025
m3fd,00071,0.15352892117308736,0.14144345453682683,0.13202820098780477,0.12585726384813933,0.1260446967882658
m3fd,00082,0.21781879798289816,0.1991442992020428,0.1822146157086043,0.17119252592551937,0.1746816838373918
m3fd,00097,0.1862624658398353,0.17276922906949777,0.153510409745228,0.1413508232624845,0.14369977930306244
m3fd,00107,0.23728687961360795,0.22732065948374103,0.2021443930913578,0.18324955319603264,0.18739916723742567
m3fd,00112,0.23207200064443478,0.21077547078340297,0.18866378130232675,0.17638539105434803,0.17681458994395938
m3fd,00118,0.24424422642336596,0.22141345974091375,0.20775771622675687,0.1922644121698568,0.19514939660354846
m3fd,00147,0.21231317139563755,0.1995737328472228,0.1829015079016707,0.17208512998485948,0.1736561124745689
m3fd,00149,0.23627051984420422,0.22198501940026416,0.20039353429027074,0.18906305935595358,0.19188750967917179
m3fd,00150,0.24915600307111652,0.23379050994407224,0.21258036951563009,0.19774061489003414,0.2014820271293486
m3fd,00159,0.22988236063219913,0.20807826113980465,0.1915077662713388,0.18057532169161594,0.1835232010261859
m3fd,00177,0.29359665766583265,0.2728113589879789,0.24825123381669345,0.23595846045063762,0.23811757949578294
m3fd,00196,0.315040511921454,0.2860674845484259,0.2506880603568872,0.2235405792313565,0.226586886679789
m3fd,00202,0.2589635232675538,0.22792118381932414,0.20894820605617703,0.19415206343042746,0.19761696981303856
m3fd,00210,0.24271969981804553,0.18868658459126642,0.17277604566823213,0.16447611484470293,0.17056087778896023
m3fd,00215,0.2393885837175339,0.19114415271556173,0.16694392831857507,0.15841235644529272,0.16046180278444766
m3fd,00232,0.19729809787353203,0.184266493891721,0.17114718324465272,0.16079071738501693,0.16472993137038527
m3fd,00242,0.1597324476653802,0.15254744780167417,0.1439343252911598,0.14001730832985038,0.1413782636554577
m3fd,00255,0.10827387742262784,0.10444110391396166,0.09635700118611423,0.09478485008976645,0.09617085568270056
m3fd,00274,0.1226731413299681,0.11320068169790354,0.10432074322780027,0.0985962570118325,0.10180165507815164
m3fd,00284,0.117368305020908,0.10819947913627881,0.0982070325273321,0.0936715123716404,0.09595911974552496
m3fd,00290,0.12091585558650353,0.11207205036534895,0.1016788635512843,0.09711964698036502,0.09790057859988366
m3fd,00306,0.11738253010221411,0.1114685713994894,0.10386830604945929,0.09851320030811417,0.10174429627163417
m3fd,00320,0.1668077133199236,0.15495444491470656,0.14112190316058493,0.13184903034311124,0.1370147844115882
m3fd,00325,0.06861462000245733,0.06447768349954197,0.06658077103779869,0.066442825958131,0.06693829531893059
m3fd,00334,0.05367282759077907,0.053032959088954335,0.053099314577741974,0.050685112581395964,0.04978638497291121
m3fd,00339,0.08556530297859,0.08181888860961473,0.08792499365883111,0.09038450636467821,0.09595066584763934
m3fd,00349,0.0971605518499371,0.10794659309871424,0.12815225060102065,0.1559759014349985,0.17678126471741795
m3fd,00353,0.09777192903936771,0.10798732096719377,0.13118271075840637,0.15880131754402615,0.1790730821026738
m3fd,00370,0.10244689752305736,0.11265396947609485,0.1351148333237534,0.15997595178378354,0.18054840837068065
m3fd,00385,0.0948502547453931,0.10320192667637484,0.12193867349165555,0.1493882131623604,0.1688648742557951
m3fd,00386,0.10704137670296932,0.10554039150789463,0.10634986395268198,0.10516020631038481,0.11078678583491597
m3fd,00388,0.07659361683193688,0.08060578470018132,0.09064210989795096,0.10084101534571277,0.10978072635361946
m3fd,00389,0.0757208101609711,0.08061162047485138,0.09140510414478908,0.09952976941163483,0.10789267619729881
m3fd,00390,0.07702028477404721,0.07928862723531238,0.08415157494991499,0.08831598195006751,0.0938855687947655
m3fd,00400,0.1779196488754703,0.16883719130083286,0.1611467631247525,0.1572026077052988,0.1616147804164173
m3fd,00405,0.14949108338426986,0.14159573829871785,0.13482883118989974,0.13051117259678124,0.14016664437838766
m3fd,00409,0.12009695952552157,0.11729536022418674,0.11632900182280292,0.11560138121797059,0.12188946069816398
m3fd,00419,0.14388097701497138,0.13951737402285092,0.13649374485424037,0.13349381590318166,0.1428997560946309
