dataset,sample_id,width,height,seconds,inference_mode,fused_path,rgb_path,EN,SF,AG,MI_IR,MI_VI,MI,QABF
m3fd,00000,1024,768,8.41060503799963,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00000.png,,6.867172540194659,16.97765925956372,9.708662033081055,0.6351176667578875,2.301083261236458,2.9362009279943457,0.5921517387546819
m3fd,00011,1024,768,1.5884240810009942,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00011.png,,6.83751621906564,16.921971393601762,9.640713691711426,0.6328758523175202,2.2551931660133295,2.8880690183308495,0.5902176715039141
m3fd,00025,1024,768,1.5538423889993283,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00025.png,,6.4525426672819455,12.567920868506658,6.423427581787109,0.698773302650276,2.020093541754854,2.71886684440513,0.5490977460350736
m3fd,00031,1024,768,1.5436555920023238,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00031.png,,6.5998142748079305,13.099843289233556,6.580555438995361,0.7926950700771188,2.27166843418407,3.064363504261189,0.5491771188800117
m3fd,00033,1024,768,1.5735376680022455,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00033.png,,6.839754205905324,16.82540586254269,9.418204307556152,0.6295632555963272,2.2751453277538065,2.904708583350134,0.5877670910533098
m3fd,00042,1024,768,1.5584674740021,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00042.png,,6.54677401195862,14.443674333640466,7.28863000869751,0.74166368653459,2.495035666024358,3.236699352558948,0.5633732620704701
m3fd,00061,1024,768,1.5513874089992896,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00061.png,,6.697948151282489,12.907747982561231,6.0082621574401855,1.013772432763998,2.679417722851455,3.6931901556154534,0.5739315415698504
m3fd,00071,1024,768,1.5386494929989567,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00071.png,,6.6238000724268264,12.431772023892895,5.692983150482178,1.0185152799646835,2.867253764767199,3.885769044731883,0.5831921804096597
m3fd,00082,1024,768,1.5430129850028607,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00082.png,,6.637417121246006,12.317941461043672,7.279118537902832,0.35072536540272026,2.2581181937205455,2.6088435591232657,0.5424540509302881
m3fd,00097,1024,768,1.5382711279999057,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00097.png,,6.2025916005511466,10.633143452978649,5.882590293884277,0.5067440061631282,2.3529837970599985,2.8597278032231266,0.5382801148965652
m3fd,00107,1024,768,1.5444771940019564,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00107.png,,6.806805565887254,14.337133293273391,8.486845016479492,0.33547923585016176,2.5617601560044525,2.8972393918546144,0.5716105922419962
m3fd,00112,1024,768,1.5373936139985744,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00112.png,,6.642209528156358,14.003109935633924,7.869405746459961,0.5138151178459647,2.6961178058032575,3.2099329236492222,0.5647991292097683
m3fd,00118,1024,768,1.5248351070003991,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00118.png,,6.565301618195445,14.558647275996751,7.977333068847656,0.4323745131257849,2.0853871400701287,2.5177616531959135,0.5660455188286075
m3fd,00147,1024,768,1.5389776379997784,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00147.png,,6.736055969362348,14.52720667627268,7.582645416259766,0.6087571726871536,2.6109232032249508,3.2196803759121044,0.5786836718028823
m3fd,00149,1024,768,1.5493166420019406,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00149.png,,6.881094118553395,14.927950006017774,8.666332244873047,0.7151072470581754,2.514915296167242,3.2300225432254175,0.5886620358296419
m3fd,00150,1024,768,1.5440621800007648,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00150.png,,6.887654710131267,15.446352458154701,9.125238418579102,0.707823137216495,2.71127424377187,3.419097380988365,0.5925950624704054
m3fd,00159,1024,768,1.5200260380006512,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00159.png,,6.703729395665627,13.165145959847422,7.861841678619385,0.6999523481126071,2.520495429077433,3.2204477771900404,0.5619982728820109
m3fd,00177,1024,768,1.5377952570015623,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00177.png,,6.914287605343099,14.921450701440586,9.358677864074707,0.6379846790011953,2.586520876997398,3.224505555998593,0.5942365105328677
m3fd,00196,1024,768,1.5503101610011072,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00196.png,,6.911383765273269,17.31390405433647,10.836149215698242,0.44568024945403373,3.300690934679491,3.7463711841335248,0.6297981489862328
m3fd,00202,1024,768,1.5400097460005782,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00202.png,,6.761518501432869,13.985356717705683,8.224757194519043,0.6377928614309586,2.7170657613186036,3.3548586227495623,0.5833017839962765
m3fd,00210,1024,768,1.5419735259965819,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00210.png,,6.716214777661332,13.526839050332267,7.561374664306641,0.6440506322316273,2.433304867100891,3.0773554993325183,0.5529066005499201
m3fd,00215,1024,768,1.5377157000002626,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00215.png,,6.758121497448427,13.660322316112325,7.780152320861816,0.6047473956505738,2.532536806233564,3.1372842018841376,0.5524532910717994
m3fd,00232,1024,768,1.5450598730021738,tile507_overlap64,results/abl/S_uniform_m3fd/m3fd/00232.png,,6.5896439952889825,12.481669185543605,7.23533296585083,0.5750222115632491,2.2291662547388,2.8041884663020493,0.5512455965663177
