dataset,sample_id,drift_289,drift_385,drift_517,drift_649,drift_769
m3fd,00000,0.27078806419832024,0.27018873900312435,0.22807875814502,0.21607328086815702,0.21760591721367606
m3fd,00011,0.27497452717119764,0.2776374614141973,0.24189614691523698,0.2291761505035419,0.23373190131741195
m3fd,00025,0.20723938743018067,0.21998507925334432,0.18803418819953244,0.1824954005898588,0.18858344840275776
m3fd,00031,0.19548217250126365,0.22351056895017896,0.18360213351178378,0.17990779684013924,0.18411623198872484
m3fd,00033,0.27056096676469243,0.2578033011695685,0.233745102296552,0.2225695588888671,0.2260030205817658
m3fd,00042,0.2204757262757958,0.2258847332149454,0.18825807953337226,0.18498999415410444,0.19180626841035364
m3fd,00061,0.16318059356915904,0.16931449357648598,0.14787635128280452,0.14112655729147772,0.14636617990198508
m3fd,00071,0.1589748971262086,0.1646484584736989,0.15140498790753165,0.14519961157603478,0.14768543192948103
m3fd,00082,0.21597135080017138,0.20305712458744085,0.18565794578894756,0.17721084649555818,0.18271056975320465
m3fd,00097,0.18185157569718047,0.17847184460004684,0.1688247014104246,0.16130574048780533,0.16707826980098328
m3fd,00107,0.23355832220714356,0.22661790316468156,0.20599219648457567,0.18921838110559686,0.1955325215156951
m3fd,00112,0.22600825660074952,0.21601825853145362,0.19580929055476226,0.18539263045227272,0.18862265960424418
m3fd,00118,0.24399254307816798,0.24648476505289074,0.22086503029779758,0.20814951944959692,0.21246021687065797
m3fd,00147,0.22602048664508323,0.22962217869286727,0.1946360554041241,0.18471244365898587,0.18832250414663687
m3fd,00149,0.22850907699589829,0.22381709321583665,0.21333496921832962,0.20110692741383096,0.20537564615805892
m3fd,00150,0.24229295445476307,0.23052201002053851,0.2158977929635295,0.2056530073787758,0.20623283380437785
m3fd,00159,0.2285362699305058,0.20351416923962795,0.19405768415226887,0.18693504282583095,0.19148868395156982
m3fd,00177,0.2792381896388284,0.2658293133353461,0.2481753019120052,0.23865417508707854,0.2429024534346118
m3fd,00196,0.30985546869446723,0.2830434645915324,0.24738576151264358,0.22066038290264034,0.2249594595932075
m3fd,00202,0.261140364227079,0.22504477010089308,0.20427088717732234,0.19304528661862508,0.19846921288908348
m3fd,00210,0.2542850834973356,0.20680080774703435,0.1747247891446435,0.16889609121033744,0.17740346501505755
m3fd,00215,0.2542000285331907,0.21735534146691815,0.1684039558977254,0.16171014142901574,0.16658867006276645
m3fd,00232,0.1908353457868016,0.18154090577152637,0.1684427907357745,0.15885207904379406,0.1639906490895291
m3fd,00242,0.1563730160824297,0.1552477649271199,0.14947158881889022,0.14941574390317636,0.1511404434885364
m3fd,00255,0.10582004167411552,0.10252063167203873,0.09198706768929232,0.0891637875480411,0.09298750963633173
m3fd,00274,0.11999548733800802,0.11241531934282012,0.10095868844266476,0.09455076696777043,0.09964273098189924
m3fd,00284,0.11498029346786387,0.10716435330595053,0.0948824004179809,0.08947747039894904,0.09404669727563852
m3fd,00290,0.11860398965849495,0.11224375257187358,0.09901627431340332,0.0937657201351586,0.09682746011819277
m3fd,00306,0.1148864416389005,0.11272291032179571,0.10055358883097942,0.09412292128358091,0.09990276304951706
m3fd,00320,0.16083534561438073,0.15010270967466732,0.13737997661884627,0.1299796421750844,0.1364473754182003
m3fd,00325,0.07756443908786437,0.09279289330461771,0.11601208932048535,0.12417070838778144,0.12922670322649377
m3fd,00334,0.06045814128579352,0.07544100439991519,0.09489945873279315,0.09984658748766784,0.10441610231569642
m3fd,00339,0.08823524446268971,0.09700827377969468,0.11800123703692655,0.12820091156204205,0.14148733261894553
m3fd,00349,0.08962302649936782,0.10724714425514381,0.11132267788691763,0.12827767326683182,0.14438770249411725
m3fd,00353,0.09059446072028543,0.11603906578495593,0.11341398395160807,0.131129896460081,0.1469130779332799
m3fd,00370,0.0964005346400052,0.10276495843536138,0.1139691478302235,0.13052702042026698,0.14566807190740227
m3fd,00385,0.08800102047456237,0.1036502267083722,0.10791259862544744,0.12127295454648523,0.13503829544478618
m3fd,00386,0.10218233609656535,0.10229792641184499,0.10513582479459371,0.10656412819893657,0.11382722755093555
m3fd,00388,0.07167680835281764,0.08197178272016281,0.09772367988068253,0.11213394613689387,0.12353644382830731
m3fd,00389,0.07134214667163652,0.07445234040710103,0.08781996166192885,0.098912431477574,0.11063122599932906
m3fd,00390,0.07296456758488834,0.07294057597870673,0.07955009213846553,0.08759908157355678,0.09449762631635794
m3fd,00400,0.1759997371988552,0.16701586685002134,0.1613014037064996,0.15752826456879288,0.16280595177259083
m3fd,00405,0.14543854457358163,0.13818789805801468,0.13097994964033366,0.1270665283480883,0.13748854345269435
m3fd,00409,0.11804015128396572,0.11514135556868721,0.11499947503694818,0.11844788870503664,0.12642501939261663
m3fd,00419,0.1438475278217295,0.1436112445960408,0.1431878490225802,0.14105474661166395,0.15269641381454557
m3fd,00421,0.12416273817085788,0.1240827387456207,0.12401867978332437,0.1270873598665172,0.1356018835484356
m3fd,00434,0.11905786263325169,0.1193978150430508,0.12109505281841793,0.12492975391146144,0.13198432069625365
m3fd,00441,0.1186364455274358,0.11552284378234134,0.11193161187154954,0.11385826439072,0.12261896805131689
m3fd,00443,0.16869390461917466,0.16342579622880915,0.15750514106046487,0.14980274113194314,0.16188035076545715
m3fd,00449,0.07949534376534773,0.07986908244659952,0.08082335042985678,0.08750267132485456,0.09717632034569001
m3fd,00453,0.11672778308377607,0.11489708704701007,0.11474883795049395,0.11726194952652191,0.12933823645442022
m3fd,00461,0.09548004857966974,0.09809042522442601,0.1017296849439876,0.10997820598304153,0.12354498577069817
m3fd,00479,0.14345804256968053,0.14264664183117481,0.14092237213428727,0.1427868765853222,0.15237981407238743
m3fd,00489,0.11555106861505227,0.11063568378893152,0.10917368620464674,0.106472030502481,0.11634376310703509
m3fd,00497,0.1083893543882235,0.10844804299911104,0.1120656875666931,0.11531686283240383,0.12598141926329987
m3fd,00512,0.1822735806231629,0.1715639371496429,0.17553191870515183,0.16864389118019407,0.17918452459014456
m3fd,00525,0.1466417955343211,0.14145973186076954,0.14370458725406243,0.14382715589510064,0.15421769601104696
m3fd,00527,0.1354461237002812,0.1388677349942189,0.15209023781670838,0.15788784376064136,0.16272560468907582
m3fd,00537,0.1264162472220578,0.12072561420982952,0.11527623534082188,0.11361786266293317,0.11972246596564107
m3fd,00555,0.16087520565669444,0.1509160703224106,0.14291243951467103,0.13754852783171811,0.144155689505177
m3fd,00572,0.13817557645952683,0.13354928360402019,0.12547468945933793,0.1235004778569031,0.12892060290437102
m3fd,00587,0.07886963019115478,0.07781269296599447,0.07370873733695671,0.07328649559130451,0.07677616449557734
m3fd,00606,0.07532052040930348,0.0708501437461877,0.0661698742966006,0.06452316764885602,0.06717844301474896
m3fd,00621,0.08418796534901873,0.08011644784418026,0.07838703366637834,0.07844684081401387,0.08404289608139714
m3fd,00633,0.09375422203200001,0.08752042844081298,0.08254809120604178,0.08448815380791319,0.08940850871327077
m3fd,00643,0.08823624913511319,0.09679337080431305,0.10595906904244656,0.10995932949610676,0.11755929609198612
m3fd,00652,0.09535124868264733,0.09473336429541523,0.10227628288395663,0.10652314820528053,0.11421143291525615
m3fd,00653,0.097998231190225,0.09445089755684233,0.09685398334437278,0.1007466674590467,0.10868505770787362
m3fd,00661,0.11148378275386539,0.10745272759226476,0.11118701960234656,0.1081804723735359,0.11427917934285436
m3fd,00671,0.12410672649544685,0.11665324854847559,0.11675984681957396,0.11600160847040686,0.121575788200046
m3fd,00676,0.10816627497048426,0.10381316868701906,0.1065640676664179,0.10556613920526303,0.11066876871669207
m3fd,00677,0.1115095736027687,0.10707086630993101,0.10616358388363634,0.11031383949126317,0.12016147582804682
m3fd,00687,0.11263905808536534,0.11247375887922795,0.11327472066507671,0.11564171530443357,0.12340554688562977
m3fd,00697,0.10018882308218824,0.09826088942667921,0.09845755592958694,0.10225151031573065,0.10891982883049278
m3fd,00712,0.133785287438826,0.13578114058668933,0.14319728238824336,0.14969646857702223,0.15766294022499439
m3fd,00716,0.06687309511958373,0.07735181997760199,0.09240513356306201,0.09934482824957325,0.10905632116747088
m3fd,00719,0.25923567665158975,0.2455980871780662,0.2392708378728341,0.24521657801355945,0.26934074594414625
m3fd,00725,0.24948182130408092,0.236885267320056,0.22962372318797053,0.2387596475519319,0.2634329974060289
m3fd,00726,0.2573793828880807,0.24969349369720284,0.24067516499838715,0.24537468190066913,0.2678722745470882
m3fd,00738,0.26209660932093914,0.25920783058932495,0.26701979382129215,0.25082819939500234,0.24992784231488985
m3fd,00760,0.29668892883860554,0.27475339337918514,0.24654115457991566,0.22907818508470723,0.23403774160225055
m3fd,00762,0.30712109068450977,0.2884737728599648,0.2548963270506702,0.23592510190848814,0.23832471726517213
m3fd,00769,0.3037338922590588,0.2834859912564749,0.25269619534822785,0.23201582570887147,0.23451646175498142
