dataset,sample_id,width,height,seconds,inference_mode,fused_path,rgb_path,EN,SF,AG,MI_IR,MI_VI,MI,QABF
m3fd,00000,1024,768,8.02963144000023,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00000.png,,6.8693487055090126,16.994565877799232,9.721000671386719,0.6342617800049226,2.265316548482259,2.8995783284871814,0.5915264420778449
m3fd,00011,1024,768,1.5002814449981088,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00011.png,,6.8394287756722925,16.943426078672783,9.655150413513184,0.6315452445694528,2.2184344479230296,2.8499796924924823,0.5897620804810517
m3fd,00025,1024,768,1.4902571469974646,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00025.png,,6.464505587462289,12.591473416410556,6.437338352203369,0.7012269223191673,1.992361333479498,2.6935882557986655,0.5488341326636735
m3fd,00031,1024,768,1.4929774969969003,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00031.png,,6.601686253652193,13.126285410368816,6.596205234527588,0.7958889732123234,2.2340162551476155,3.029905228359939,0.5488626336823855
m3fd,00033,1024,768,1.5087266609989456,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00033.png,,6.841328458682018,16.843157700961925,9.430477142333984,0.6288245292369202,2.2393383588541353,2.8681628880910557,0.587270956374952
m3fd,00042,1024,768,1.4982582150005328,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00042.png,,6.5565023907960125,14.471161788595285,7.306274890899658,0.7477549435975139,2.4482744814658983,3.1960294250634123,0.5629061780142293
m3fd,00061,1024,768,1.4985682160004217,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00061.png,,6.699934030841742,12.930696364385152,6.01745080947876,1.010958585498434,2.633599266149015,3.6445578516474493,0.5740101615760611
m3fd,00071,1024,768,1.4900959849983337,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00071.png,,6.624747169936073,12.457642079476976,5.702197551727295,1.0173819699483189,2.817986275226054,3.8353682451743727,0.5832653616925475
m3fd,00082,1024,768,1.4958681860007346,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00082.png,,6.636771264089479,12.333910462119313,7.295833587646484,0.34939810844684766,2.2265949278656363,2.575993036312484,0.54205378567211
m3fd,00097,1024,768,1.5011310779991618,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00097.png,,6.207116502303332,10.650476524241167,5.908106327056885,0.5003176484755563,2.308150763718186,2.808468412193742,0.5376640358797659
m3fd,00107,1024,768,1.50768601800155,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00107.png,,6.8055941333711125,14.35401400594222,8.503678321838379,0.3342234518656531,2.518844401552464,2.853067853418117,0.5708830249895057
m3fd,00112,1024,768,1.4993619399974705,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00112.png,,6.647166026227274,14.030850794408822,7.887627124786377,0.5177335453446709,2.644400951183182,3.162134496527853,0.5640684321764893
m3fd,00118,1024,768,1.513104284000292,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00118.png,,6.571149685611043,14.582537017336458,7.9908013343811035,0.43674085737847007,2.05493287035621,2.49167372773468,0.5653650974667866
m3fd,00147,1024,768,1.5039018060015223,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00147.png,,6.74020028585676,14.552236932145048,7.597681045532227,0.6073899951929763,2.573853502305155,3.1812434974981314,0.5783121104331974
m3fd,00149,1024,768,1.502300328000274,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00149.png,,6.886219347720186,14.944916647393022,8.683391571044922,0.7162152673280222,2.481172852362668,3.1973881196906904,0.5888126438916481
m3fd,00150,1024,768,1.493312705999415,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00150.png,,6.892177604978025,15.463378187735515,9.141188621520996,0.707524335867511,2.6741459339950873,3.381670269862598,0.5924401797164188
m3fd,00159,1024,768,1.4998162490010145,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00159.png,,6.707685493961951,13.182780386399088,7.878200531005859,0.703473606680326,2.4911894715661727,3.1946630782464984,0.5615354421014175
m3fd,00177,1024,768,1.496465920998162,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00177.png,,6.917324600318109,14.936408454032534,9.369977951049805,0.6346448309127708,2.5518096304615954,3.186454461374366,0.5937601142835934
m3fd,00196,1024,768,1.4968523869974888,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00196.png,,6.917220278894975,17.34197520700017,10.855463981628418,0.44915522385419654,3.250414678817951,3.6995699026721476,0.6291921067021173
m3fd,00202,1024,768,1.4995929090000573,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00202.png,,6.765382460261117,14.008253247206982,8.241104125976562,0.6403156555587619,2.6727055662300736,3.3130212217888353,0.5827453876904664
m3fd,00210,1024,768,1.5031979640007194,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00210.png,,6.723472181623521,13.536110648155747,7.570455074310303,0.6463346856169898,2.3987344271638764,3.0450691127808662,0.5527319235885535
m3fd,00215,1024,768,1.5034169450009358,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00215.png,,6.765291626759969,13.674241835743828,7.790638446807861,0.6073190874974352,2.492171302779136,3.0994903902765714,0.5519765984744448
m3fd,00232,1024,768,1.4987245610027458,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00232.png,,6.592737145931165,12.503055893888538,7.254212379455566,0.5782956095388198,2.1835935637950397,2.7618891733338593,0.5511413660737058
m3fd,00242,1024,768,1.5028878099983558,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00242.png,,6.677725972281523,11.32365628539144,5.92002010345459,0.6550440504494881,2.3307956194539536,2.9858396699034415,0.5261727101445307
m3fd,00255,1024,768,1.499342732000514,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00255.png,,6.37080867171167,8.601651099729269,4.219550132751465,0.8595237162526963,2.7877571340039826,3.6472808502566787,0.5228959408026943
m3fd,00274,1024,768,1.5290320829990378,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00274.png,,6.388657189057888,8.96057185959238,4.592538356781006,0.8322440794363185,2.6112018494344986,3.4434459288708172,0.5144168039395507
m3fd,00284,1024,768,1.5020110750010645,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00284.png,,6.370625151459276,8.844617632091913,4.5078582763671875,0.8881898848182864,2.567453483915358,3.4556433687336443,0.5040085291837625
m3fd,00290,1024,768,1.493834027001867,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00290.png,,6.399123994936861,8.75768185608251,4.496673107147217,0.874534400134579,2.474221689563881,3.34875608969846,0.5086174394879464
m3fd,00306,1024,768,1.517692724999506,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00306.png,,6.354910071637322,8.654013137010034,4.47535514831543,0.8561039927028702,2.326310808886348,3.182414801589218,0.49408976835864493
m3fd,00320,1024,768,1.4999857250004425,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00320.png,,6.495725938451118,10.320043909264147,5.610696315765381,0.8517648233942885,2.8260936696334262,3.6778584930277147,0.5439518296147059
m3fd,00325,1024,768,1.5010406929977762,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00325.png,,7.090934839482559,5.432463245816271,3.5112357139587402,2.687921941401659,0.6862945979695514,3.3742165393712105,0.4146576529734308
m3fd,00334,1024,768,1.5670702819988946,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00334.png,,7.080634351561704,4.948964288185455,2.9237000942230225,2.982195763232389,1.1487131122897294,4.130908875522119,0.42165758563789657
m3fd,00339,1024,768,1.5447237500011397,tile507_overlap64,results/abl/S_m3fd_s3407/m3fd/00339.png,,6.59237185340647,6.837898701925572,3.293452739715576,1.2325870537023191,0.946145886025636,2.178732939727955,0.45081530852152313
