dataset,sample_id,width,height,seconds,inference_mode,fused_path,rgb_path,EN,SF,AG,MI_IR,MI_VI,MI,QABF
m3fd,00000,1024,768,3.057739227999946,tile507_overlap64,results/h5_str/uniform/m3fd/m3fd/00000.png,results/h5_str/uniform/m3fd/m3fd/00000_rgb.png,6.926571028380882,17.82120612668072,9.838526725769043,1.4967014895089488,5.078455234960165,6.575156724469114,0.61688943428871
m3fd,00011,1024,768,2.3111176449999675,tile507_overlap64,results/h5_str/uniform/m3fd/m3fd/00011.png,results/h5_str/uniform/m3fd/m3fd/00011_rgb.png,6.865640382698336,17.86630577060609,9.889238357543945,1.4443710997851085,4.890738389998506,6.335109489783615,0.6125628583478756
m3fd,00025,1024,768,2.3184641540001394,tile507_overlap64,results/h5_str/uniform/m3fd/m3fd/00025.png,results/h5_str/uniform/m3fd/m3fd/00025_rgb.png,6.323025512261998,13.700155653814175,6.401110649108887,1.09175021051501,5.328536713344563,6.420286923859573,0.5951915813163615
m3fd,00031,1024,768,2.259381097999949,tile507_overlap64,results/h5_str/uniform/m3fd/m3fd/00031.png,results/h5_str/uniform/m3fd/m3fd/00031_rgb.png,6.558740714632583,14.373713077659461,6.6397705078125,1.3054067133451643,5.337389185774752,6.642795899119916,0.5975923951437664
m3fd,00033,1024,768,2.3213635639999666,tile507_overlap64,results/h5_str/uniform/m3fd/m3fd/00033.png,results/h5_str/uniform/m3fd/m3fd/00033_rgb.png,6.871248038369076,17.813501211202517,9.696528434753418,1.4113872322897958,4.830041384689586,6.241428616979382,0.6072638587511706
m3fd,00042,1024,768,2.3250825350000923,tile507_overlap64,results/h5_str/uniform/m3fd/m3fd/00042.png,results/h5_str/uniform/m3fd/m3fd/00042_rgb.png,6.407291622998566,15.538595590438005,7.237573623657227,1.1162621509872541,5.495644773101811,6.611906924089066,0.610178239011412
m3fd,00061,1024,768,2.329019451000022,tile507_overlap64,results/h5_str/uniform/m3fd/m3fd/00061.png,results/h5_str/uniform/m3fd/m3fd/00061_rgb.png,6.581333223101898,13.907241401906806,6.1739821434021,1.413333545025023,5.3142566262345285,6.727590171259552,0.6182319435952833
m3fd,00071,1024,768,2.318637525999975,tile507_overlap64,results/h5_str/uniform/m3fd/m3fd/00071.png,results/h5_str/uniform/m3fd/m3fd/00071_rgb.png,6.462286130294485,13.371617807014124,5.7496256828308105,1.3663941588685187,5.4502652490086625,6.816659407877181,0.6343322760490511
m3fd,00082,1024,768,2.3294044770000255,tile507_overlap64,results/h5_str/uniform/m3fd/m3fd/00082.png,results/h5_str/uniform/m3fd/m3fd/00082_rgb.png,6.672431105556917,12.60764968542572,7.126460552215576,0.6913151135523142,5.475713900552657,6.167029014104972,0.5813097975028402
m3fd,00097,1024,768,2.3117769949999456,tile507_overlap64,results/h5_str/uniform/m3fd/m3fd/00097.png,results/h5_str/uniform/m3fd/m3fd/00097_rgb.png,5.994841309405619,10.584927277415355,5.233184814453125,0.8036981587511115,5.497979145268568,6.301677304019679,0.5729396945614272
