metric,n,mean_delta,ci95_low,ci95_high,wilcoxon_p,effect_size,gain_ratio
SF,300,-0.02550493558440583,-0.0313514673155852,-0.01953792995448574,3.9968028886505635e-15,-0.48681924630960205,0.3233333333333333
AG,300,-0.09113440752029418,-0.09650239169597626,-0.08617945631345114,0.0,-1.9344362225213785,0.023333333333333334
EOR,300,0.0006775658467185933,0.00025167564139994415,0.0011344769859041202,0.9583670665994564,0.16922488938522043,0.5
ECS,300,-0.0005652278611266448,-0.0009830208455839488,-0.00011296200780746071,0.008280824749730797,-0.1458976470131311,0.44
OBR,300,-0.0008552931815141252,-0.0010327168927434436,-0.0006880736020085977,0.0,-0.5610754890169221,0.23
RGB_SSIM,300,-0.006285787654032505,-0.010824965009668472,-0.0018326637391047748,0.010529444841419933,-0.15640154575561954,0.4633333333333333
CIEDE2000,300,-0.18902560869852703,-0.2832216715614001,-0.0959037803709507,1.2344880884862519e-05,-0.22801632591125612,0.37666666666666665
Colorfulness,300,-0.0016151846037320036,-0.0033108981725231707,-0.00027351503076744366,0.023369924328669134,-0.12140749611765923,0.4633333333333333
