name,SF,AG,EOR,ECS,OBR,RGB_SSIM,CIEDE2000,Colorfulness
00000.png,16.994846916515172,9.718697547912598,0.6185758140450348,1.482217120634452,0.9832638111710246,0.813532057529498,3.8264124393463135,26.94217682267212
00011.png,16.980396117175975,9.67300796508789,0.6186773269659425,1.492192945414214,0.9830729829203345,0.8431960142792355,3.619182586669922,27.13595939734695
00025.png,12.720048528510244,6.421522617340088,0.6222083085900183,1.5660582975169577,0.9848804769052041,0.8631215294095518,2.5205917358398438,12.936383353896394
00031.png,13.231400252618968,6.566552639007568,0.6241434337745236,1.592370777754558,0.9881959873140783,0.8353960446268521,2.993413209915161,12.382604809093124
00033.png,16.89675351423566,9.445952415466309,0.6251540436456996,1.5170106790534867,0.9830445250771475,0.8523413030201752,3.5376718044281006,25.31136853925208
00042.png,14.592827243969404,7.30377721786499,0.626703987078402,1.596425115852727,0.987051911222809,0.8586578381380822,2.5518863201141357,14.340785050617917
00061.png,13.110955682561928,5.99928617477417,0.6321160200949838,1.6434817554265715,0.9925470578260133,0.8786961571857766,2.941147804260254,10.242707051033255
00071.png,12.707154814134926,5.68392276763916,0.622080242045802,1.636790339659526,0.993304651103587,0.899176520438996,2.8221359252929688,13.365375573362586
00082.png,12.347647114259125,7.300232887268066,0.6020977302742713,1.5125395517301021,0.9867765931278998,0.9215353430009384,2.2449140548706055,13.537382706189542
00097.png,10.630077878730576,5.852300643920898,0.6125223904901482,1.5632337151493254,0.98921690992299,0.9653107744793559,1.592143177986145,11.366825830679387
00107.png,14.357481283573419,8.506731033325195,0.6009607278724507,1.508258365220223,0.9904953282121721,0.9243228842745225,2.4372856616973877,17.268118887646434
00112.png,14.211156211574869,7.885086536407471,0.6175123584755222,1.5129589577873337,0.9854101848947515,0.8895413524424339,2.231348991394043,14.18439425245776
00118.png,14.697215482276382,7.990513324737549,0.6154108150091038,1.5123849964614295,0.9856538438710881,0.849553586424859,2.6367127895355225,26.69173987561042
00147.png,14.707768956557832,7.582106113433838,0.6158242793403474,1.6051804817939723,0.9901550098365104,0.8963195715800231,2.735457420349121,12.472452535163338
00149.png,14.948429937295193,8.676132202148438,0.6061404243569339,1.5048232002035105,0.9894795737574283,0.8420620652836828,4.06815767288208,28.891982522283744
00150.png,15.453051200258479,9.135786056518555,0.6006470541200495,1.4892694470597216,0.9876302469711485,0.8839444333983817,3.118610143661499,27.069340751420846
00159.png,13.162114414738584,7.862704753875732,0.6068312708493613,1.4489328220249644,0.9834614014553966,0.8607207929123346,3.130439519882202,27.803720992573297
00177.png,14.906513811286874,9.34237289428711,0.5919332001297674,1.421171789940678,0.9856698030764531,0.9001441609471188,2.6360924243927,18.959492319963324
00196.png,17.33866720094568,10.814258575439453,0.5955324508019652,1.4989368520647453,0.989216775035817,0.9434007210194079,1.7877575159072876,10.111837167613876
00202.png,13.982012035210381,8.208788871765137,0.60313132718196,1.5157216389973958,0.9905197998812855,0.9123404054087367,2.3155581951141357,21.768307784068284
00210.png,13.516106672174441,7.577796936035156,0.6115993245915222,1.5416236451397967,0.984815084869347,0.7881934989850189,3.693059206008911,21.562224508151754
00215.png,13.647701783972531,7.780355453491211,0.6119851339389412,1.5306291769951594,0.9840346608107307,0.8164200961796899,3.5041182041168213,26.988045498252827
00232.png,12.498576944900073,7.247838973999023,0.6096444185185882,1.513227243793762,0.9866935791642991,0.8553495753308913,2.9438390731811523,27.98609148190741
00242.png,11.304659554925284,5.900869846343994,0.6228277644942424,1.5908671985987137,0.9863096197399337,0.8445140280230051,3.8986520767211914,19.309268495333626
00255.png,8.607795661994642,4.195633888244629,0.5916708304340229,1.5737740816752648,0.9853096381030197,0.9560653151213422,1.7533353567123413,7.7181327751547215
00274.png,8.943133238350063,4.549790859222412,0.5910260968931113,1.581913606404215,0.988339207609665,0.9343090131514594,1.9281949996948242,7.630929078395589
00284.png,8.829833138169299,4.470062255859375,0.5930923174269356,1.5691835972092119,0.9867746861214794,0.9266775959129298,2.027085781097412,7.2218187676958685
00290.png,8.741760203929292,4.45465612411499,0.594927471799699,1.5679862042144692,0.9869219990658571,0.9130368352838577,2.089243173599243,7.271459014132725
00306.png,8.626162464015255,4.424063205718994,0.6003452687393067,1.5716671588745075,0.9864566902423718,0.9084572314974504,2.1535606384277344,7.2148738265612415
00320.png,10.32696246963486,5.583273887634277,0.5981303488321652,1.583026412176461,0.9857555896592364,0.9543390126137442,1.684077262878418,9.332083643790824
00325.png,5.310756795842622,3.404313325881958,0.5808508891179986,1.3838859644177,0.9564755025820338,-0.024696762450309412,20.62187957763672,16.69028449720612
00334.png,4.832554198055845,2.83746600151062,0.5899097876709817,1.4542090089353263,0.969954489387946,0.28046490015169345,17.841434478759766,16.807333628048962
00339.png,6.81924912373477,3.268439292907715,0.5819131793544606,1.486666836591645,0.9742938021200813,0.5991654187860501,7.723605632781982,19.830435303537506
00349.png,8.740801328185986,4.311594009399414,0.6271692638471819,1.5405273238518278,0.9634220790232322,0.7769684550011959,4.4766669273376465,14.176101310696552
00353.png,8.742812067631986,4.319169998168945,0.6214440092952208,1.536992498132209,0.9650708104524048,0.7727969820022113,4.566966533660889,14.522987340893827
00370.png,8.964076264280402,4.485141754150391,0.6244210239315519,1.5324508509651407,0.9638366246385782,0.7904578782727687,4.221681118011475,15.677916329155076
00385.png,8.087984428627337,4.1404829025268555,0.6245708304939402,1.5373634228530584,0.9639513585020861,0.7450457813228475,4.665711879730225,13.784392885189206
00386.png,10.808731730029828,5.355063438415527,0.597418166178099,1.6102072813161752,0.9916714020371988,0.6723879140764649,5.169432640075684,21.312106892808128
00388.png,7.995156854866097,3.9208877086639404,0.5799143633285013,1.5489194319066544,0.9793458237476337,0.7034898369603576,4.115697383880615,12.000830304086442
00389.png,8.955109467666711,4.383634567260742,0.592453424881882,1.5646322826636954,0.9809999406513095,0.6835356772671807,5.111112117767334,18.66474494119104
00390.png,9.419113664988716,4.40552282333374,0.6203669589565987,1.5960339452719086,0.9796179966044143,0.5929060229253201,6.506980895996094,25.94461477194767
00400.png,13.771321875800261,7.3679633140563965,0.5765205075312799,1.5863527399874795,0.9937000797028948,0.7762875638791664,4.580347537994385,32.54950676049417
00405.png,13.579552289414433,6.431523323059082,0.5989441562404638,1.6561204084851753,0.9933666977691068,0.7248197167725369,4.3286871910095215,18.961160721976004
00409.png,11.892285277686932,5.671421051025391,0.6107127543371507,1.6613309581371676,0.9916803911914019,0.6667694685915907,5.975361347198486,16.91221248033553
00419.png,11.007994634872613,5.451914310455322,0.5996551501968159,1.5813637612298677,0.9812224889107517,0.5129131721477623,9.553110122680664,21.368118640127292
00421.png,11.616113984958309,5.689444065093994,0.6098337482330277,1.6454886433613412,0.9856479205167766,0.7992135411815391,3.9698235988616943,17.72168257672528
00434.png,10.9390013576098,5.404471397399902,0.591645803935849,1.630445742454257,0.9868626386674356,0.7561880669880982,4.784667491912842,19.636411474747792
00441.png,10.84603789143201,4.891193866729736,0.5902041659326575,1.626651667007568,0.988130085439628,0.5297755469920576,8.699309349060059,16.102890488872326
00443.png,11.82232940877185,5.907958984375,0.5849548753700697,1.5962480978385338,0.9887791018192613,0.46462766483022505,13.053048133850098,24.418729099378062
00449.png,8.783974723004452,3.9273388385772705,0.5923991912597142,1.5567584129091558,0.9797469858050721,0.5264258067947712,8.982521057128906,10.705199428813835
00453.png,10.264080109498346,4.830714225769043,0.609487299341517,1.6010600113027142,0.9862742935672415,0.5562307758652824,5.665178298950195,12.686062678317732
00461.png,9.897521099466875,4.56538724899292,0.6094510709851807,1.6020874468215034,0.9823880901050773,0.6335888483458797,5.043020725250244,11.963381702747238
00479.png,13.428256099474087,6.381464958190918,0.5909562218926707,1.6585750796770153,0.9904962324350011,0.6940376837181673,6.570662021636963,17.266058453982218
00489.png,10.716614592301344,4.751698017120361,0.6270755196438565,1.6588423864648263,0.9891113393137513,0.4723373279244221,9.173399925231934,13.931093598051898
00497.png,11.848174368458215,5.294612407684326,0.5991211298877513,1.634471469858564,0.986181534045065,0.4978217352110561,9.759598731994629,15.265229410827414
00512.png,14.373019440541986,8.027210235595703,0.5819956082512721,1.5817200581898085,0.9901736358395224,0.8850025431598119,3.1742665767669678,16.38069741962926
00525.png,13.354621161284687,6.779574871063232,0.594732952067077,1.651850909553492,0.9914804066323847,0.7880664829175753,5.189197063446045,21.83057695833514
00527.png,12.57617808507956,6.561975955963135,0.5873160361115686,1.6108643558160478,0.9900796008078888,0.7470691697197628,5.038768291473389,20.03264108415354
00537.png,12.083194718748706,5.615139961242676,0.6524905350237803,1.6522193557597202,0.9836162887332305,0.7240900627167633,5.691142559051514,12.645780784037035
00555.png,13.669818509902663,6.565798759460449,0.6384988503265857,1.6410454788384699,0.9868576128337531,0.7412798970261725,5.552910327911377,14.286635717938633
00572.png,11.818607069495119,5.603603363037109,0.6433779278551431,1.646519624799072,0.9860599996608272,0.5862226720508836,6.570065975189209,15.077423588575009
00587.png,7.671665253475078,3.70485520362854,0.6292996839646406,1.5575539935841114,0.9797854750498156,0.3455496523354091,12.207648277282715,8.84124132965738
00606.png,8.234973841740603,3.9454598426818848,0.6642946839681875,1.6121170413416934,0.9715501602210882,0.25841229890034806,12.950079917907715,9.762023017692355
00621.png,9.06336958350251,4.146702766418457,0.6577543375863018,1.6418678112292253,0.9803158306277516,0.34359202943089207,12.865657806396484,8.345950919982617
00633.png,9.71288789376053,4.466465473175049,0.6387290855293939,1.651992040995995,0.9800833679992529,0.5988194775935347,6.968484401702881,10.312854925680895
00643.png,7.800058373421621,3.8214473724365234,0.6327001766796057,1.5848141011917505,0.9775179932350523,0.2823776923994129,13.001075744628906,25.0609383446862
00652.png,7.252331803549489,3.440225124359131,0.620044088566149,1.5279444899631298,0.9744115071707288,0.5580890689510521,8.29150104522705,25.186539947652832
00653.png,9.14403531401331,4.400868892669678,0.5903104607474787,1.5961725625185685,0.9898817557530537,0.7940431582647532,6.587215900421143,26.41845013822259
00661.png,8.698762565538516,4.435793399810791,0.6268701577343553,1.6178619026787258,0.9821821736728015,0.4517294755535459,9.43660831451416,22.47434715526251
00671.png,8.349389354463293,4.427602291107178,0.6002326602147964,1.5632220845001454,0.9795692893444156,0.6840405811075954,4.565947532653809,19.75919934386871
00676.png,8.472412211356646,4.243127346038818,0.6118355159376018,1.6391347099311702,0.9867025110883079,0.7408386275948414,3.996175765991211,23.101323568451402
00677.png,9.74888522773551,5.178882122039795,0.5892811976826815,1.617270175116804,0.9913910093299406,0.7814179552836052,5.606255054473877,21.905015513124276
00687.png,10.177548179809426,5.149396896362305,0.5957205598528943,1.645313773431133,0.9919133806820593,0.6694737356456225,8.55909252166748,21.938091026134156
00697.png,8.910847980710745,4.5058770179748535,0.6119605132279435,1.6009503604552369,0.9871841629841986,0.8138548029356404,6.218270778656006,29.921703274537567
00712.png,8.987237817925353,4.911624908447266,0.6032445529630137,1.512677709997703,0.9831863589682655,0.9589208524177742,2.149592638015747,24.234987438089348
00716.png,5.2825827046371225,2.798767566680908,0.5591099346208531,1.3097448392137512,0.9144672323370144,0.37517792715806914,9.56961727142334,8.446451334302427
00719.png,23.441476931090875,17.86121940612793,0.5880701478690001,1.270338737327236,0.9525222551928784,0.9245993770262456,3.19973087310791,24.710196097069023
00725.png,23.24110423727159,17.59568977355957,0.589883688493772,1.2755991617838542,0.9523841828990104,0.9143069091141403,3.240023612976074,24.30070792731381
00726.png,23.431987894780857,17.669727325439453,0.5890073831009024,1.277595750742806,0.9533306199972866,0.9064240931842731,3.3529489040374756,24.20810589942859
00738.png,20.62742361013985,14.687259674072266,0.5976310198841492,1.3046833665703472,0.9505646364622897,0.9476127802802766,2.6674280166625977,25.27209506541927
00760.png,19.04818851611004,12.17325496673584,0.5953640684759101,1.375572930709086,0.9791514760992318,0.9708314098080676,1.8787099123001099,24.406973893904606
00762.png,20.125293747003198,13.300813674926758,0.5987428904321698,1.3584074398160395,0.9828864125918011,0.9534751521271847,1.971549153327942,28.7595604498329
00769.png,19.57895940328096,12.660654067993164,0.5949870206723628,1.3692317873378028,0.983655476432689,0.9659320679476481,1.8593603372573853,28.44816595813881
00787.png,12.265859650048489,9.373992919921875,0.5750950428402056,1.3955010287437104,0.9725217892630651,0.2509416361151163,19.172739028930664,23.131826756019212
00800.png,12.609067086032221,9.726580619812012,0.5941699919214669,1.3805610539224416,0.9563011664899258,0.432588090872066,14.905925750732422,24.95526984125442
00801.png,15.833106425918402,10.616333961486816,0.6068915559710618,1.3740564406193412,0.9956252649427724,0.9862132599709783,1.4301023483276367,9.735268163827195
00805.png,15.879057031580368,10.622836112976074,0.6052785109042923,1.3732870789545968,0.9961132421331342,0.9866411352053523,1.4643257856369019,9.881862164379623
00818.png,15.92270431361881,10.69284439086914,0.604907031496209,1.3679299578789745,0.9958289885297185,0.9877294336036536,1.437530517578125,9.211136807477626
00825.png,8.819938977987187,4.357741832733154,0.6248468480765418,1.6355766289385134,0.98036288372961,0.4685023377861617,7.398702144622803,6.9177682126184825
00826.png,9.709965853853085,4.690579414367676,0.6237384796550952,1.6250178283991117,0.979612951372988,0.5036322205353508,8.85997486114502,10.151628461067496
00829.png,9.676849274674566,4.6678242683410645,0.616417041987739,1.613760363869994,0.9758270475737958,0.5378305770507336,8.37568473815918,10.896117212696149
00834.png,9.153865486313373,4.447170257568359,0.6119088847857491,1.612032318336634,0.9777257536431031,0.5112144156585464,8.92038631439209,10.896601364550618
00857.png,7.920803030876169,3.8205695152282715,0.6124983843867132,1.6106820612816222,0.9779482344146854,0.38757437069648676,11.249117851257324,10.34344751574293
00867.png,18.421161997899244,12.792877197265625,0.6131479536655329,1.3029785069311968,0.9849757933917231,0.9695966839346086,1.480073094367981,29.99999405555899
00871.png,18.65180543032713,13.118613243103027,0.6120938323207168,1.291549654049654,0.984459780249593,0.9701131722850597,1.4941192865371704,30.149006028861507
00878.png,18.463047054027577,12.982597351074219,0.6105242786330549,1.2989850169163848,0.9832359600105146,0.9678936821812698,1.54379403591156,30.354959708752403
00896.png,11.894448297382688,6.800550937652588,0.6012618898199761,1.5182689420351076,0.9792624382962121,0.9185902864310614,2.3182432651519775,26.55016679909569
00910.png,12.206066702900422,6.98768424987793,0.5964950304036729,1.5062560447951132,0.9787309885931559,0.9122426755467905,2.35778546333313,27.11920607369913
00916.png,11.829586242740147,6.508324146270752,0.6133753439804983,1.5470600509967785,0.9771784408378651,0.9075332444720825,2.4050986766815186,28.026051554506832
00922.png,11.358380269785094,6.3308281898498535,0.6132423118125869,1.5296739982290257,0.9777293243289104,0.9146157381328192,2.2880871295928955,30.95419887742681
00926.png,11.357780689051207,6.9945549964904785,0.5898595227157329,1.4696985134543084,0.9775783231673694,0.9020929113151093,2.316274642944336,34.91865510274222
00950.png,7.823108703388036,4.356106281280518,0.5930513920275484,1.4917961761362768,0.9717593300378807,0.8028365110135232,4.024999618530273,24.232456491982383
00958.png,9.858736735793322,5.702785968780518,0.6019275076049105,1.4353306205493388,0.9748709589785385,0.9279217040821103,2.6579854488372803,29.607418612773472
00965.png,9.935013682432645,5.746488571166992,0.6017664200016154,1.422481803837736,0.9720829622089324,0.9314466574021535,2.400996685028076,29.50677568299529
00976.png,11.294916055746,5.421971321105957,0.6425934135738343,1.6275114265769186,0.9786736086967582,0.7451737242769534,3.9410037994384766,8.254556333517273
00994.png,11.367112950177058,5.461302280426025,0.644508344235405,1.6270968728496062,0.9802550041595219,0.7651136851868866,3.9871633052825928,9.067109439959562
