name,EN,SF,AG,MI_IR,MI_VI,MI,QABF,VIF
00000,6.846908012477036,17.0692208005505,9.7955904006958,0.6313498287987486,2.0894859709697386,2.720835799768487,0.5848735149159658,0.4673151228611708
00011,6.804150232710214,17.02586964402295,9.739760398864746,0.6324446150347638,2.085215647346687,2.717660262381451,0.583496492996214,0.46476095648649174
00025,6.4684362480787705,12.69106922748633,6.526307106018066,0.6689068074354673,1.6528870251909367,2.321793832626404,0.5418805289428908,0.4709822595301315
00031,6.565389178089778,13.219648807715085,6.695123195648193,0.7264334227766922,1.659777539278472,2.386210962055164,0.5404485447874144,0.4590377375954794
00033,6.794647250152967,16.939871193853655,9.509713172912598,0.6170816277631538,2.0356037302662253,2.652685358029379,0.5818907638712019,0.45882419547260894
00042,6.5743257105770105,14.556616815627343,7.3973612785339355,0.7239563122953254,2.009736776578605,2.7336930888739306,0.5548221434960044,0.46229461700651847
00061,6.544731850858934,13.075886524435147,6.16622257232666,0.7668357282255914,1.634135379412812,2.4009711076384033,0.5641884557393859,0.4715981109758566
00071,6.583349682767288,12.629426286005902,5.873707294464111,0.7951331534629426,1.5738780581763292,2.369011211639272,0.5705495515991974,0.47561296179494855
00082,6.640609478989918,12.427620834082274,7.3842573165893555,0.3346686482060467,2.359645223370568,2.6943138715766146,0.5377749271796307,0.47924965384275453
00097,6.147497048321839,10.714788722811534,5.969827175140381,0.5175600902477306,2.445122576114799,2.9626826663625296,0.5306174487333408,0.5170583839506979
00107,6.8164566336384285,14.44954791312636,8.59525203704834,0.335871752420684,2.744977479418243,3.080849231838927,0.5664989011726521,0.4681499824472344
00112,6.664399157909982,14.195969847303395,7.97516393661499,0.5158910442931061,1.9815428809637943,2.4974339252569004,0.556776449627379,0.4570131235964139
00118,6.579380062411554,14.718809204698207,8.075250625610352,0.4635537129983536,1.5741332650362556,2.037686978034609,0.5596546211477232,0.46451867457813156
00147,6.683673527103367,14.675677792508033,7.692208766937256,0.511128313456062,1.7464511834113778,2.25757949686744,0.568824888401233,0.47727381067829927
00149,6.851291886021124,15.011927676552984,8.768415451049805,0.7608716731349099,2.0233900463258156,2.7842617194607255,0.5812159989067683,0.4915978036043204
00150,6.86311762897809,15.507915149130836,9.208785057067871,0.6999216618700319,2.3691196673264066,3.0690413291964385,0.5863141389220438,0.4898653218428443
00159,6.616278869693232,13.214212248518118,7.931685924530029,0.6720290283180382,1.9382568713382382,2.6102858996562763,0.5545100892548964,0.4692048851976894
00177,6.8704332822148775,14.967868912257483,9.412263870239258,0.6218743801079729,2.294383504388121,2.916257884496094,0.5880569554647713,0.4923876226911432
00196,6.951781108122139,17.41463262749477,10.93188190460205,0.4737221460591074,2.9212529541665297,3.394975100225637,0.621483986257627,0.4945934180398576
00202,6.750464786030809,14.040372952466367,8.308289527893066,0.7138563084503782,2.423456859988205,3.137313168438583,0.576259793864095,0.4992166873590257
00210,6.64088171734007,13.56615027654393,7.631153583526611,0.7306562995557463,2.11903245744433,2.8496887570000764,0.5481693131832128,0.4858193604161035
00215,6.664236541654075,13.723395274417694,7.859806537628174,0.6638946486552711,2.247141893397583,2.9110365420528543,0.5476496797389844,0.4929425518792619
00232,6.47918344064781,12.529265418114244,7.297676086425781,0.5502864061112003,1.9447228317123768,2.4950092378235773,0.5453692276154941,0.4742450885231271
00242,6.516940985436046,11.345874956014786,5.980698108673096,0.6595165490285764,1.6900830590783347,2.349599608106911,0.5152709637699048,0.4788969522901638
00255,6.404813485842827,8.685024953047618,4.316132068634033,0.8984056032196696,2.9877361751993345,3.886141778419004,0.5090291304100625,0.5178260689328249
00274,6.4161035824953885,9.035106575952156,4.667414665222168,0.8674325875988167,2.7951419998847062,3.662574587483523,0.5027099623169634,0.5079449511385139
00284,6.417755559550735,8.911760758303084,4.583208084106445,0.8936724586714647,2.6028785157754126,3.4965509744468775,0.4939487821959358,0.5058282049537504
00290,6.390702872660096,8.82735046089565,4.567740440368652,0.8554851655886497,2.548128009506408,3.4036131750950576,0.4975128313540426,0.5141501083987108
00306,6.359281280701826,8.7159495065137,4.540607929229736,0.8662924411367254,2.277338243103909,3.1436306842406343,0.48476501512392334,0.5022481330882034
00320,6.506769436035634,10.405536274744774,5.700689315795898,0.8489744435609636,3.1175765419124017,3.9665509854733654,0.5349761265608366,0.5030793585009686
00325,7.08981203616659,5.431501756200587,3.5311429500579834,2.7539264393719787,0.6729198758680434,3.426846315240022,0.4093008828712809,0.5006870871525753
00334,7.046174098031602,4.931922798885955,2.942714214324951,2.9327428838339005,1.1366607664225474,4.069403650256448,0.41979516198676553,0.5448531148152841
00339,6.544755171156474,6.882688692876905,3.3645243644714355,1.1875520635704246,0.9417013383050603,2.129253401875485,0.44081039243785863,0.5342140107315795
00349,6.43894637657635,8.746021470167344,4.481477737426758,0.6098561613975189,0.6587937304246168,1.2686498918221356,0.43534368156286235,0.4391924825666885
00353,6.430218710299918,8.75235080126763,4.490790843963623,0.5803970489437189,0.6338600319659076,1.2142570809096265,0.43636366511614,0.4406086908616634
00370,6.471271881258623,8.997698875310306,4.656832218170166,0.5662660485078349,0.7168822611214574,1.2831483096292922,0.4448762763474406,0.44842122439028337
00385,6.407873102058307,8.082724594536296,4.31306791305542,0.6576591407079533,0.528617845346946,1.1862769860548994,0.425574780999716,0.4374500129376597
00386,6.676798545670371,10.912606089897187,5.457459926605225,0.9871536502625182,1.339830819749714,2.326984470012232,0.5147565402590236,0.54255859645634
00388,6.507131666975543,8.104466887518242,4.048186779022217,0.9242359974520822,0.9119122338371924,1.8361482312892745,0.4725523344341933,0.5362115805860848
00389,6.537431452074704,9.050065690147692,4.488897323608398,0.9107964060598008,1.2349986258704566,2.1457950319302572,0.48249623473713593,0.5388886918052711
00390,6.589447425457918,9.517380178558392,4.501169681549072,0.9896463027621665,1.2555408909703616,2.2451871937325283,0.48287204705397463,0.5268129250431726
00400,6.645306335604269,13.830797952064222,7.4461822509765625,0.7265451410767425,1.482044395755001,2.2085895368317434,0.5836178916554814,0.5499305177370595
00405,6.625143900304571,13.687099115569826,6.536661148071289,0.9338324722459193,1.4313528368821167,2.365185309128036,0.5591137432315486,0.5447375748834288
00409,6.856522460143002,11.942134103490591,5.78572416305542,1.4259196123016367,1.2598111730201684,2.6857307853218053,0.527627321313465,0.5288575595918907
00419,7.037292415705897,11.081862655160657,5.560043811798096,1.789369230612839,0.9002245497594894,2.6895937803723284,0.49736081015767175,0.49261257809171755
00421,6.71032828345408,11.630205163371913,5.809993267059326,1.2151183772590217,1.5543940932027098,2.7695124704617315,0.509628174676005,0.48825562164902625
00434,6.899685624912719,10.926357570678901,5.492276191711426,1.2682929137794028,1.498236964268567,2.7665298780479697,0.5194969024456823,0.5187605028468139
00441,6.985345128152943,10.87994658791214,4.989502906799316,2.107080087364865,0.9592173935707928,3.066297480935658,0.5246278443545127,0.5589149042967771
00443,7.1647868054297925,11.9017094677181,6.045584678649902,1.9271253880973664,0.8903073601801031,2.8174327482774695,0.5318021391797296,0.5358398744452499
00449,7.0612266811890185,8.794842141728465,4.027027130126953,2.3485141685041864,0.912036558229188,3.260550726733374,0.49582801569625934,0.5526282574123217
00453,6.613339971387624,10.22535331361806,4.932915687561035,1.442010157803257,0.7656229676416644,2.2076331254449215,0.517455490921298,0.5677813003748091
00461,6.587193960021224,9.925294677731543,4.679535388946533,1.3912390890474766,0.954429952731674,2.345669041779151,0.4922612932578003,0.5205502689828706
00479,7.039446595902566,13.506423099522152,6.480897426605225,1.617488014449639,1.2981927397591082,2.915680754208747,0.5396500919902788,0.5255684416735995
00489,6.925916175859037,10.784616828208867,4.865774631500244,1.8071669908161954,0.842250862924175,2.6494178537403705,0.5105206709681142,0.5391263217805173
00497,7.01503411960946,11.895563241726922,5.392373561859131,2.001579720964653,0.8521592016721167,2.8537389226367695,0.5154570068081046,0.5228958437611706
00512,6.9169419951076785,14.466039746792356,8.126110076904297,1.361174658534112,2.2772226518690295,3.6383973104031417,0.562998325917496,0.5123723193746318
00525,6.86503454108843,13.455638632438175,6.86170768737793,1.41707472333035,1.7034840741954482,3.1205587975257982,0.5498277339902228,0.5263372915372807
00527,6.870987432961973,12.6818442388663,6.644968032836914,1.3037588552336195,1.8157784224127722,3.1195372776463914,0.533360765967556,0.5109770588247692
00537,6.801343532248722,12.1523938342786,5.707566738128662,1.42637338360467,1.452585104593091,2.8789584881977612,0.5064078148581453,0.44939061663554325
00555,6.770060058872509,13.758092121936967,6.6531476974487305,1.2380369972659957,1.535696481790738,2.773733479056734,0.536174751887484,0.47184440973390396
00572,6.756839422832458,11.901692847714248,5.698856353759766,1.6316113188217984,1.2585325764774702,2.8901438952992686,0.5168575850075777,0.4776324004182089
00587,6.92875298146491,7.736499130882231,3.805750608444214,2.6043220618139493,0.7503841255348875,3.354706187348837,0.4753346127758175,0.517320149720845
00606,7.046852780255939,8.325171952078861,4.051685810089111,2.7294154565663646,0.6705106823315177,3.3999261388978823,0.44821193666750936,0.4648869214411183
00621,7.104111626906011,9.150672422762625,4.239415645599365,2.785644839328777,0.8718343926518184,3.6574792319805955,0.4602988296527244,0.4675014837596546
00633,6.866798650533321,9.809228936978602,4.578381061553955,1.8539088989601762,1.1993288117121885,3.0532377106723647,0.48147793912093545,0.4898994734330543
00643,6.6041384994075845,7.889226501925822,3.922614336013794,1.6868860284091938,0.627244717823947,2.3141307462331406,0.43281379268774967,0.4628710622002885
00652,6.480661066384681,7.355306566079521,3.5589346885681152,1.032170914803845,0.9593608536631701,1.991531768467015,0.4420436510645308,0.5144147322905652
00653,6.5661734948620625,9.23757201666079,4.481809616088867,1.1357481756789662,1.1594953152611296,2.295243490940096,0.49008420654391177,0.5468249551888618
00661,6.306100722231032,8.759719090566946,4.5365309715271,1.6377550955722047,1.132423261511056,2.7701783570832608,0.4711198103324695,0.47805326013436567
00671,6.348485385692152,8.421878964851862,4.529805660247803,1.15545872590183,1.5266961344486625,2.6821548603504928,0.49322355581702393,0.5323662091563715
00676,6.19613026601155,8.543162352589315,4.352692127227783,1.0230378677583478,1.5447607861834682,2.567798653941816,0.4865025735998884,0.5195385509620751
00677,6.723817673896291,9.839343925611706,5.270917892456055,1.0598449786030304,1.3671283590065813,2.4269733376096116,0.5075525904344226,0.527395504396605
00687,6.832795830006101,10.271602490274438,5.2321062088012695,1.5570478794527451,1.037856750882058,2.594904630334803,0.5179683436338253,0.5459162638668597
00697,6.642430074723504,8.990866237411364,4.589996337890625,1.316941667396928,1.209303815318469,2.526245482715397,0.48198197941621534,0.5045050147521276
00712,6.598637940030084,8.879803869401227,5.039974212646484,0.754775249434606,1.7095573444363745,2.4643325938709806,0.4887025494488895,0.50929435162534
00716,6.0707418814487095,5.19686731359482,2.987072229385376,1.445060506764936,0.47540770317751707,1.920468209942453,0.33275947268892847,0.4399163278976813
00719,7.427185948672875,23.441640405399173,17.814592361450195,0.7147069345467122,1.60350346029913,2.3182103948458423,0.5018240706352246,0.34513098392030606
00725,7.435984971534197,23.269961569295695,17.582050323486328,0.6342315497051537,1.6610602651710458,2.2952918148761996,0.5040659736189352,0.3524960009984287
00726,7.4376564367322855,23.470460602278266,17.659019470214844,0.6235095355236142,1.6774854532621668,2.300994988785781,0.5049795209937373,0.351967148077762
00738,7.293166283848379,20.68696020604632,14.76999568939209,0.788952027905764,1.8296421717980136,2.618594199703778,0.5216241855726641,0.394755880447348
00760,7.1492818910334055,19.01175730771149,12.269877433776855,0.6462019624733714,3.386432094644289,4.032634057117661,0.6282440127872554,0.4701181578828944
00762,7.224581944164345,20.133474782122516,13.401982307434082,0.5082603512760987,3.2702879747760476,3.7785483260521464,0.6254772414721638,0.46616121971543206
00769,7.154554416351202,19.604305232406226,12.775217056274414,0.5482739181892562,3.1884953878463023,3.7367693060355585,0.6278813178450665,0.46606647056716627
00787,7.26847097771731,12.39033530691157,9.443108558654785,2.230007739670454,0.1800272617434236,2.4100350014138776,0.5084062238171686,0.40236696303100655
00800,7.208260642012579,12.743936653024603,9.802205085754395,1.7483300658959129,0.29049842667301184,2.038828492568925,0.47132923051718506,0.36673105332282635
00801,6.581158653641346,15.947669228611703,10.735926628112793,0.6754893812112884,2.5676646836393977,3.2431540648506862,0.6066590310175493,0.5174117521912232
00805,6.602931429408443,15.990655041858638,10.743470191955566,0.694370648661274,2.5848987573446074,3.2792694060058816,0.603954956888489,0.5147979078776893
00818,6.625931320944234,16.037200288813324,10.81384563446045,0.7167987610676456,2.621832231442581,3.3386309925102267,0.6034518943772663,0.5148711720690267
00825,6.669213037934799,8.85701855513814,4.501887321472168,1.4234276749435306,1.3292882007577378,2.752715875701268,0.488111846984513,0.4622302817628272
00826,6.742284113271348,9.751285421547507,4.825953960418701,1.204459116646058,1.0976462705257326,2.3021053871717907,0.4857674736604702,0.4523227805697083
00829,6.708250682002479,9.687652841835874,4.795920372009277,1.1656614852798324,1.0396284967338727,2.205289982013705,0.4876633113510332,0.45598450520959993
00834,6.691333832023015,9.159258744658404,4.564493656158447,1.345316069846808,1.2093549240390047,2.5546709938858125,0.48860210534083465,0.4674307120484661
00857,6.656202245480353,7.945673637489888,3.9668424129486084,1.5435254330406367,1.3378793459867824,2.8814047790274193,0.47020221956897496,0.47897097830818813
00867,6.65439291561154,18.48533397833466,12.876080513000488,0.5086805619059913,2.3382032178059813,2.8468837797119724,0.587118686781033,0.48059116790430395
00871,6.728528750092702,18.743561411493904,13.210748672485352,0.5192029083001083,2.490138975637031,3.0093418839371395,0.5893770606083721,0.4846511587378046
00878,6.803098652277696,18.557291845461588,13.078666687011719,0.5476500139020062,2.5239486013310124,3.0715986152330186,0.5849020693399968,0.4794548493811653
