dataset,sample_id,width,height,seconds,inference_mode,fused_path,rgb_path,EN,SF,AG,MI_IR,MI_VI,MI,QABF
m3fd,00000,1024,768,10.137870411001131,tile507_overlap64,results/c256/S_m3fd/m3fd/00000.png,,6.881681431818292,16.76778263380501,9.53735065460205,0.6672022167275402,2.3154997866241,2.9827020033516405,0.6028505199201808
m3fd,00011,1024,768,1.5458083719986462,tile507_overlap64,results/c256/S_m3fd/m3fd/00011.png,,6.832861411978018,16.71742508236183,9.472980499267578,0.6379585148991396,2.249356485839922,2.8873150007390618,0.6010473607382683
m3fd,00025,1024,768,1.5504364500011434,tile507_overlap64,results/c256/S_m3fd/m3fd/00025.png,,6.464785213192688,12.282573232842596,6.220590591430664,0.7374169332072829,2.2360442384674837,2.9734611716747663,0.5591801157096516
m3fd,00031,1024,768,1.5831675969984644,tile507_overlap64,results/c256/S_m3fd/m3fd/00031.png,,6.645675922051212,12.869068721004293,6.379954814910889,0.7806719622318101,2.353944413377016,3.134616375608826,0.5611833124636342
m3fd,00033,1024,768,1.550213900000017,tile507_overlap64,results/c256/S_m3fd/m3fd/00033.png,,6.831776129532795,16.61944782561303,9.247041702270508,0.6482740503566489,2.2121023218036484,2.8603763721602973,0.5977633238081882
m3fd,00042,1024,768,1.5556041020008706,tile507_overlap64,results/c256/S_m3fd/m3fd/00042.png,,6.566133224466933,14.193059862532577,7.085738658905029,0.7397785011496845,2.5354771076048723,3.2752556087545566,0.5725792238971744
m3fd,00061,1024,768,1.586335820999011,tile507_overlap64,results/c256/S_m3fd/m3fd/00061.png,,6.637198491964444,12.571339016049782,5.783749103546143,0.9785376897575293,2.686961501296997,3.6654991910545265,0.5843716929265055
m3fd,00071,1024,768,1.545661320000363,tile507_overlap64,results/c256/S_m3fd/m3fd/00071.png,,6.550862516061941,12.0019984116763,5.439002513885498,0.9552440697147597,2.828444607581191,3.7836886772959506,0.591626018072757
m3fd,00082,1024,768,1.5498420250005438,tile507_overlap64,results/c256/S_m3fd/m3fd/00082.png,,6.667283041510833,12.165762684657802,7.139336109161377,0.36664372629461217,2.3709231250171583,2.7375668513117706,0.553725369844919
m3fd,00097,1024,768,1.450651649000065,tile507_overlap64,results/c256/S_m3fd/m3fd/00097.png,,6.236979265232748,10.487424107785351,5.7088398933410645,0.5147327050163286,2.3576486262580505,2.8723813312743793,0.5528158355664095
m3fd,00107,1024,768,1.5017892169998959,tile507_overlap64,results/c256/S_m3fd/m3fd/00107.png,,6.810236420298619,14.168092823931268,8.338184356689453,0.3316418745353607,2.60464927647926,2.936291151014621,0.5824624250139276
m3fd,00112,1024,768,1.5491628709987708,tile507_overlap64,results/c256/S_m3fd/m3fd/00112.png,,6.642796309953458,13.684170187760104,7.667267799377441,0.5209752810144492,2.900754318528734,3.421729599543183,0.5741044139278408
m3fd,00118,1024,768,1.555785778000427,tile507_overlap64,results/c256/S_m3fd/m3fd/00118.png,,6.574729384654142,14.208751731663853,7.757095813751221,0.46432567514979056,2.2755035817670572,2.7398292569168476,0.5747149067214815
m3fd,00147,1024,768,1.4255342129999917,tile507_overlap64,results/c256/S_m3fd/m3fd/00147.png,,6.74485729182293,14.206717103551615,7.364935874938965,0.6212259211389066,2.759099119552652,3.3803250406915586,0.5870815360489483
m3fd,00149,1024,768,1.5504172670007392,tile507_overlap64,results/c256/S_m3fd/m3fd/00149.png,,6.867354399156587,14.742897086945398,8.508871078491211,0.7528961567026647,2.586831668177971,3.3397278248806357,0.5996929135298007
m3fd,00150,1024,768,1.561611143000846,tile507_overlap64,results/c256/S_m3fd/m3fd/00150.png,,6.881018232529081,15.256246287915403,8.971277236938477,0.7322529966423839,2.814559646798197,3.546812643440581,0.6044981760223611
m3fd,00159,1024,768,1.5431576120008685,tile507_overlap64,results/c256/S_m3fd/m3fd/00159.png,,6.711654402910742,12.99339060574971,7.706655025482178,0.7102926227300789,2.744988682305375,3.455281305035454,0.575785042667007
m3fd,00177,1024,768,1.461732364999989,tile507_overlap64,results/c256/S_m3fd/m3fd/00177.png,,6.921536475369328,14.703790854221445,9.183720588684082,0.6476636621572609,2.802546233550646,3.450209895707907,0.6052554698083545
m3fd,00196,1024,768,1.5378370409998752,tile507_overlap64,results/c256/S_m3fd/m3fd/00196.png,,6.908984759407209,17.100978240024084,10.659819602966309,0.4480917875019887,3.3560356016085255,3.8041273891105143,0.6421126291103084
m3fd,00202,1024,768,1.5433116049989621,tile507_overlap64,results/c256/S_m3fd/m3fd/00202.png,,6.765207985803767,13.808233595410222,8.05671215057373,0.6342726496667298,3.0044159625501377,3.6386886122168676,0.5969146020509104
m3fd,00210,1024,768,1.5578034890004346,tile507_overlap64,results/c256/S_m3fd/m3fd/00210.png,,6.6915794266150685,13.355743831502894,7.408755779266357,0.670163652249327,2.7683047494538946,3.4384684017032217,0.565157093735779
m3fd,00215,1024,768,1.5602388940005767,tile507_overlap64,results/c256/S_m3fd/m3fd/00215.png,,6.745603218889075,13.453109631715138,7.605973720550537,0.6364899985677303,2.918560564673672,3.5550505632414025,0.5629069252928056
m3fd,00232,1024,768,1.5009852359999059,tile507_overlap64,results/c256/S_m3fd/m3fd/00232.png,,6.590494300674688,12.313583411190633,7.091620445251465,0.5785726663746845,2.3976366206788473,2.976209287053532,0.5622531145655271
m3fd,00242,1024,768,1.5233234709994576,tile507_overlap64,results/c256/S_m3fd/m3fd/00242.png,,6.657079663613916,11.14353582725487,5.752814769744873,0.652636059364537,2.331160030498669,2.983796089863206,0.5365408125100546
m3fd,00255,1024,768,1.5588072959999408,tile507_overlap64,results/c256/S_m3fd/m3fd/00255.png,,6.363841446669232,8.497033201720294,4.086587429046631,0.8863216241703958,3.1625984536135374,4.048920077783933,0.5456133735716852
m3fd,00274,1024,768,1.5557374579984753,tile507_overlap64,results/c256/S_m3fd/m3fd/00274.png,,6.385714384369994,8.825885530236546,4.4531402587890625,0.8618234779574232,2.975225659397932,3.837049137355355,0.5314452697720039
m3fd,00284,1024,768,1.563769725999009,tile507_overlap64,results/c256/S_m3fd/m3fd/00284.png,,6.378429377451257,8.716120929412783,4.369590759277344,0.9143146241215512,2.8760355249162575,3.790350149037809,0.5202690954259832
m3fd,00290,1024,768,1.5387478179982281,tile507_overlap64,results/c256/S_m3fd/m3fd/00290.png,,6.362518550900102,8.630935267016316,4.359936714172363,0.8829405690203442,2.8011779083030035,3.6841184773233477,0.5244052552013341
m3fd,00306,1024,768,1.5623817630003032,tile507_overlap64,results/c256/S_m3fd/m3fd/00306.png,,6.325343051295768,8.523741393576168,4.336043357849121,0.8578800560679342,2.618246206438081,3.476126262506015,0.5100440991596977
