sample_id,s_mean,hardness_mean,sat_frac,M_mean,M_p99,frac_M_gt_0.5,rho_M_prior
00479,0.318612,0.034254,0.891343,0.033359,0.206787,0.002004,0.398553
00489,0.468241,0.031825,0.898505,0.027545,0.143677,0.002129,0.396119
00497,0.470092,0.034968,0.889496,0.031234,0.183105,0.002243,0.457304
00512,0.121601,0.012393,0.961294,0.041244,0.21521,0.002033,0.386518
00525,0.28181,0.027893,0.912663,0.03578,0.228149,0.002107,0.39288
00527,0.216968,0.015865,0.949876,0.036476,0.220215,0.002078,0.368055
00537,0.349967,0.042134,0.865812,0.031693,0.208862,0.002391,0.459529
00555,0.334788,0.032024,0.899103,0.033624,0.22644,0.002569,0.433545
00572,0.356472,0.046732,0.851846,0.030191,0.194946,0.002079,0.45101
00587,0.672216,0.043413,0.862918,0.025915,0.097229,0.002004,0.518605
00606,0.671869,0.039259,0.878124,0.026734,0.117371,0.001911,0.516842
00621,0.70561,0.036492,0.887302,0.025067,0.122742,0.001771,0.342148
00633,0.469479,0.045086,0.857454,0.028412,0.136353,0.001892,0.487654
00643,0.63459,0.018992,0.94002,0.027206,0.097534,0.002074,0.444695
00652,0.53862,0.032308,0.897742,0.02614,0.091553,0.002028,0.404236
00653,0.557557,0.035057,0.889032,0.029627,0.11084,0.003155,0.480768
00661,0.511062,0.029879,0.906099,0.027413,0.115356,0.002416,0.521536
00671,0.242841,0.026321,0.916092,0.028088,0.109314,0.002052,0.400201
00676,0.23299,0.020998,0.933519,0.030242,0.12854,0.002424,0.439231
00677,0.369397,0.034394,0.890223,0.031656,0.128906,0.002899,0.409568
00687,0.574207,0.036064,0.884913,0.031559,0.146118,0.002939,0.514788
00697,0.51471,0.041319,0.868824,0.028666,0.123169,0.002803,0.459229
00712,0.043877,0.006428,0.979649,0.035363,0.112126,0.001947,0.576789
00716,0.021741,0.004937,0.984248,0.03502,0.087402,0.001835,0.691839
00719,0.05251,0.005428,0.982925,0.096729,0.438965,0.006098,0.368706
00725,0.07232,0.006044,0.980863,0.093989,0.432861,0.005754,0.364569
00726,0.077684,0.00575,0.981728,0.09541,0.439697,0.006177,0.365781
00738,0.080256,0.008315,0.973557,0.067966,0.362305,0.003222,0.473415
00760,0.05085,0.008625,0.972309,0.058978,0.321045,0.002294,0.378723
00762,0.047774,0.004974,0.98454,0.06351,0.327637,0.002488,0.369896
00769,0.049692,0.006858,0.978423,0.060371,0.31958,0.002561,0.380815
00787,0.150692,0.009504,0.969952,0.039058,0.147583,0.00237,0.653871
00800,0.128208,0.008526,0.973016,0.045055,0.193359,0.002511,0.666102
00801,0.004082,0.000583,0.998185,0.053587,0.217041,0.001705,0.596819
00805,0.003496,0.000611,0.998133,0.045034,0.176147,0.001637,0.507286
00818,0.003767,0.000517,0.998419,0.046312,0.179443,0.001631,0.516089
00825,0.369707,0.018603,0.941051,0.03196,0.153564,0.00207,0.50134
00826,0.433563,0.025221,0.919875,0.03297,0.187988,0.002074,0.526374
00829,0.420561,0.030011,0.904419,0.032302,0.176636,0.002104,0.51476
00834,0.402617,0.02581,0.918233,0.031929,0.168213,0.002195,0.505445
00857,0.454394,0.023013,0.925636,0.029565,0.137817,0.002127,0.521135
00867,0.019034,0.002144,0.993242,0.058116,0.228149,0.001803,0.519143
00871,0.020566,0.00238,0.992444,0.058469,0.228516,0.00177,0.510359
00878,0.023688,0.002404,0.992437,0.057431,0.224243,0.001774,0.498811
00896,0.02128,0.001848,0.994124,0.042909,0.252686,0.002234,0.521864
00910,0.021956,0.001799,0.994269,0.043545,0.255859,0.002234,0.521591
00916,0.019944,0.00162,0.994994,0.043472,0.27092,0.002419,0.518262
00922,0.017757,0.001706,0.994619,0.041434,0.231567,0.002435,0.526506
00926,0.018567,0.002366,0.99258,0.04309,0.19458,0.001919,0.53535
00950,0.040399,0.003567,0.988794,0.035733,0.112183,0.001939,0.602691
00958,0.062152,0.007269,0.97701,0.037885,0.154297,0.001731,0.562024
00965,0.057883,0.007203,0.977229,0.039656,0.161011,0.001784,0.59598
00976,0.173714,0.022521,0.929014,0.034242,0.212402,0.002008,0.446773
00994,0.179069,0.023654,0.925159,0.033207,0.204468,0.002118,0.390282
01017,0.253094,0.030926,0.902187,0.033305,0.158691,0.002085,0.509475
01034,0.072745,0.014009,0.95557,0.03395,0.16272,0.001863,0.460374
01043,0.066954,0.011674,0.962845,0.034904,0.185303,0.001926,0.441296
01079,0.329903,0.031826,0.899401,0.036287,0.240403,0.003086,0.61064
01093,0.304647,0.038291,0.878732,0.03891,0.26123,0.002958,0.556852
01101,0.303637,0.039138,0.875467,0.036117,0.232788,0.002616,0.513138
01115,0.362248,0.01829,0.94154,0.027251,0.122314,0.002232,0.392096
01122,0.407369,0.018255,0.942685,0.027733,0.130005,0.002403,0.442709
01136,0.404517,0.020518,0.934397,0.028684,0.16272,0.002585,0.514925
01147,0.396273,0.013407,0.957455,0.028721,0.140137,0.002508,0.52965
01156,0.390571,0.019052,0.939477,0.026877,0.090393,0.002265,0.523056
01165,0.358827,0.015396,0.950802,0.026943,0.125122,0.002529,0.36399
01186,0.138796,0.014369,0.954439,0.04341,0.271729,0.002478,0.436964
01204,0.07747,0.009238,0.970655,0.041368,0.258057,0.002599,0.411467
01212,0.073749,0.009909,0.968257,0.041682,0.244141,0.001939,0.463733
01223,0.136804,0.012698,0.959745,0.044184,0.287354,0.002546,0.451972
01227,0.071785,0.010394,0.967196,0.036712,0.168213,0.002238,0.394926
01242,0.266661,0.034709,0.889871,0.030248,0.134766,0.002265,0.427428
01249,0.259731,0.028624,0.909724,0.030206,0.153076,0.002332,0.473221
01267,0.671582,0.027317,0.914351,0.029259,0.092712,0.001897,0.614179
01270,0.183281,0.022207,0.928528,0.034082,0.202393,0.002729,0.324011
01299,0.336968,0.020542,0.935527,0.031141,0.191284,0.002504,0.452813
01301,0.131879,0.008907,0.971887,0.072038,0.397954,0.00838,0.129346
01320,0.131692,0.008929,0.97191,0.072217,0.395266,0.008287,0.124493
01331,0.134514,0.008253,0.973744,0.072838,0.394287,0.008206,0.088968
01345,0.056936,0.006173,0.980625,0.033136,0.149292,0.001334,0.567072
01388,0.06039,0.007864,0.975141,0.032024,0.144165,0.001338,0.54379
01393,0.174768,0.014993,0.952286,0.145048,0.65854,0.0345,0.269301
01406,0.169984,0.014703,0.953269,0.147869,0.662598,0.036095,0.276199
01413,0.168124,0.014889,0.952675,0.147453,0.661133,0.035684,0.274185
01415,0.167353,0.015021,0.952269,0.14743,0.661621,0.035666,0.273653
01422,0.176599,0.015045,0.952236,0.147712,0.664551,0.03683,0.270181
01432,0.174246,0.015873,0.94959,0.128059,0.589844,0.022457,0.411899
01437,0.209778,0.01746,0.94456,0.105777,0.534668,0.013761,0.450956
01442,0.229026,0.014373,0.95445,0.076391,0.428711,0.005797,0.526794
01443,0.22758,0.014024,0.955526,0.07586,0.405273,0.004481,0.544663
01454,0.660857,0.056199,0.820566,0.027854,0.096558,0.002537,0.372691
01462,0.663911,0.057336,0.817204,0.028622,0.101562,0.002581,0.395378
01471,0.661454,0.057915,0.814458,0.027644,0.093956,0.002457,0.360113
01482,0.667908,0.058902,0.810911,0.026511,0.090393,0.002532,0.306162
01486,0.665283,0.058325,0.813375,0.02825,0.099792,0.002522,0.38515
01492,0.660101,0.052225,0.835089,0.027422,0.094177,0.002563,0.355787
01494,0.174423,0.005146,0.983714,0.094361,0.41675,0.005914,0.214639
01505,0.152356,0.005636,0.982224,0.101003,0.434082,0.0065,0.251576
01511,0.148222,0.00562,0.982391,0.100434,0.421387,0.005729,0.267473
01527,0.150683,0.005194,0.983638,0.099149,0.414062,0.005638,0.239135
01531,0.086525,0.008022,0.97478,0.03357,0.148804,0.001738,0.527832
01547,0.087447,0.008269,0.973723,0.035022,0.157959,0.001793,0.554719
01562,0.089773,0.008253,0.973826,0.0353,0.158936,0.001778,0.568724
01579,0.087589,0.0085,0.97312,0.03698,0.168701,0.001798,0.588553
01584,0.031633,0.002977,0.990626,0.04722,0.273438,0.00208,0.506055
01587,0.024525,0.003136,0.990245,0.048402,0.278809,0.002141,0.505583
01599,0.022538,0.002746,0.991547,0.04709,0.247437,0.00238,0.480483
01608,0.025951,0.002619,0.991837,0.049591,0.278809,0.002187,0.484658
01640,0.014048,0.002281,0.992967,0.051004,0.265625,0.002056,0.49553
01659,0.013699,0.002233,0.993005,0.051582,0.276855,0.002209,0.505507
01670,0.066724,0.00342,0.989166,0.057536,0.288086,0.002052,0.385324
01673,0.029561,0.002318,0.992747,0.055158,0.265625,0.002047,0.382887
01707,0.031007,0.002933,0.990738,0.059872,0.297119,0.002327,0.404307
01710,0.137149,0.010271,0.967223,0.038346,0.201172,0.001751,0.476778
01724,0.139381,0.010346,0.967302,0.038363,0.202759,0.001771,0.478658
01729,0.140426,0.010351,0.967209,0.037952,0.199951,0.001773,0.474691
01741,0.1414,0.010339,0.967101,0.039254,0.209839,0.001804,0.500304
01760,0.155013,0.010916,0.965488,0.032079,0.174561,0.001498,0.407478
01773,0.153105,0.01089,0.965519,0.032688,0.17981,0.001536,0.424623
01779,0.151156,0.010804,0.966061,0.032804,0.182007,0.001521,0.426899
01783,0.150557,0.010747,0.966022,0.032969,0.18335,0.001522,0.427478
01789,0.149835,0.010877,0.965377,0.033044,0.184448,0.001506,0.429995
01803,0.040406,0.004451,0.986222,0.036669,0.215332,0.00093,0.542751
01806,0.041779,0.003849,0.988054,0.037547,0.217531,0.000937,0.551597
01807,0.038687,0.004307,0.986513,0.037149,0.214966,0.000987,0.565336
01811,0.044012,0.003609,0.988871,0.037937,0.217529,0.000945,0.523033
01828,0.04618,0.005387,0.983594,0.03735,0.20984,0.001051,0.529786
01845,0.10227,0.006644,0.978931,0.028539,0.151245,0.001534,0.539898
01856,0.103232,0.006408,0.979666,0.030034,0.165283,0.001591,0.591857
01861,0.109644,0.006456,0.979487,0.029888,0.162964,0.001584,0.570553
01867,0.066032,0.003727,0.988173,0.035467,0.192261,0.001427,0.540267
01899,0.069314,0.003757,0.988173,0.034208,0.186401,0.001336,0.519121
01911,0.069599,0.003973,0.987498,0.033573,0.180664,0.001331,0.515004
01912,0.11499,0.016361,0.946518,0.042729,0.188721,0.004268,0.497513
01913,0.106635,0.016241,0.944304,0.043871,0.19849,0.004268,0.528766
01919,0.102098,0.016392,0.945384,0.042988,0.187014,0.004286,0.520209
01929,0.096484,0.016341,0.946063,0.043795,0.190066,0.004259,0.532971
01937,0.051524,0.00352,0.988967,0.058573,0.240234,0.00167,0.362842
01947,0.051835,0.003488,0.989025,0.059593,0.24337,0.001647,0.368968
01954,0.05106,0.003366,0.989386,0.060414,0.246216,0.001712,0.378526
01963,0.049938,0.003349,0.989478,0.060841,0.249023,0.001682,0.377247
01977,0.01743,0.001254,0.996122,0.059945,0.265869,0.001738,0.486975
01981,0.016947,0.001303,0.996005,0.060508,0.269287,0.001776,0.483116
01985,0.023799,0.002943,0.990822,0.042272,0.222046,0.001935,0.564373
01994,0.191449,0.009789,0.969106,0.03533,0.270996,0.001775,0.405674
01996,0.199958,0.009365,0.970282,0.033744,0.26416,0.001481,0.377362
02002,0.17597,0.007365,0.976659,0.029827,0.235474,0.001728,0.357862
02011,0.151189,0.007165,0.9773,0.02807,0.212524,0.001444,0.361481
02033,0.183755,0.008029,0.974604,0.030097,0.236206,0.0017,0.377572
02045,0.104521,0.013538,0.956935,0.046504,0.303955,0.002174,0.516606
02073,0.098929,0.011496,0.963343,0.049651,0.318115,0.002219,0.5045
02083,0.102556,0.010823,0.965593,0.051462,0.32666,0.002318,0.500994
02090,0.0972,0.010345,0.967382,0.053194,0.334153,0.002331,0.512711
02102,0.290497,0.011944,0.962458,0.03077,0.292969,0.002131,0.513624
02119,0.272066,0.010413,0.967237,0.032924,0.345459,0.002654,0.454661
02120,0.40384,0.011619,0.96295,0.035378,0.317871,0.00316,0.552743
02142,0.214627,0.015794,0.949968,0.039083,0.31543,0.002308,0.500257
02163,0.060542,0.005044,0.984151,0.033146,0.226807,0.001526,0.453648
02180,0.057115,0.00441,0.985924,0.045189,0.301194,0.002101,0.508924
02195,0.063164,0.003998,0.987321,0.047707,0.345215,0.002396,0.552936
02213,0.05765,0.004403,0.986027,0.05205,0.376465,0.003417,0.548535
02233,0.111213,0.005791,0.981716,0.033782,0.27417,0.00197,0.454368
02236,0.07826,0.004921,0.9845,0.033033,0.228806,0.001668,0.432278
02249,0.10676,0.007949,0.974782,0.033118,0.275879,0.001619,0.4291
02278,0.073814,0.005688,0.982101,0.041552,0.313721,0.001884,0.5055
02296,0.097777,0.005766,0.981728,0.044484,0.320068,0.002481,0.517267
02310,0.1486,0.006562,0.979362,0.037611,0.289062,0.001962,0.50844
02317,0.126214,0.005136,0.983882,0.04318,0.34668,0.003039,0.527194
02322,0.147767,0.008782,0.972239,0.036688,0.366699,0.002869,0.413026
02337,0.157987,0.00659,0.979112,0.029922,0.282715,0.001684,0.287558
02352,0.209601,0.008945,0.971743,0.027528,0.186523,0.001404,0.29159
02369,0.154817,0.008225,0.97396,0.033712,0.301514,0.002254,0.386683
02394,0.205726,0.00434,0.986181,0.028124,0.239746,0.002196,0.33425
02405,0.129446,0.006208,0.980541,0.026812,0.138916,0.001358,0.332272
02440,0.070602,0.009262,0.970188,0.03209,0.185875,0.001484,0.459564
02450,0.095882,0.005726,0.98186,0.034166,0.220215,0.00157,0.428684
02455,0.093108,0.004834,0.984681,0.038045,0.280762,0.002052,0.411682
02464,0.069907,0.005227,0.98341,0.038906,0.290039,0.00205,0.460336
02473,0.084013,0.005987,0.981124,0.043233,0.327073,0.002524,0.461335
02478,0.056468,0.005987,0.981065,0.042673,0.34082,0.003548,0.401066
02486,0.045518,0.005645,0.981862,0.036732,0.255371,0.002143,0.502025
02495,0.049651,0.004985,0.984247,0.035139,0.236328,0.001737,0.455739
02522,0.107229,0.007915,0.974887,0.035006,0.23938,0.001563,0.44025
02527,0.189444,0.011969,0.962362,0.058868,0.361008,0.002611,0.335988
02530,0.274385,0.013607,0.957582,0.04448,0.235474,0.002384,0.452649
02533,0.020826,0.001946,0.994142,0.041455,0.180664,0.001446,0.384078
02544,0.49772,0.034806,0.888785,0.028879,0.172119,0.002318,0.411877
02556,0.055461,0.005572,0.982423,0.029759,0.154053,0.001387,0.520846
02572,0.071022,0.004779,0.984913,0.027679,0.154785,0.001399,0.466507
02606,0.170414,0.00319,0.989976,0.031741,0.244385,0.002145,0.445602
02611,0.135543,0.005467,0.98281,0.032548,0.225098,0.001567,0.539774
02624,0.159706,0.006584,0.979111,0.038941,0.353684,0.003666,0.314989
02641,0.277215,0.026705,0.914438,0.039084,0.204834,0.00507,0.37137
02651,0.051646,0.003229,0.989814,0.0428,0.276855,0.005797,0.316151
02658,0.063802,0.004231,0.98677,0.04723,0.360596,0.007274,0.426556
02667,0.255847,0.005028,0.984172,0.031781,0.178712,0.000537,0.385576
02709,0.161967,0.005666,0.982166,0.057117,0.449707,0.006451,0.420358
02720,0.125573,0.011375,0.963801,0.042535,0.277832,0.002214,0.424485
02731,0.123067,0.012004,0.961946,0.039744,0.238281,0.001559,0.414734
02739,0.190531,0.013297,0.957666,0.054992,0.356445,0.003189,0.39507
02754,0.027432,0.003326,0.989527,0.073657,0.348389,0.003507,0.222612
02757,0.347622,0.049324,0.840314,0.026173,0.091553,0.002035,0.395278
02762,0.503169,0.037144,0.882687,0.028379,0.124023,0.002038,0.382353
02778,0.440432,0.027779,0.911329,0.030576,0.137817,0.001925,0.47473
02786,0.110249,0.011016,0.965089,0.05945,0.385986,0.004089,0.385556
02816,0.180125,0.009797,0.968788,0.05358,0.32959,0.003148,0.297284
02821,0.183,0.013768,0.956333,0.050346,0.329102,0.002939,0.325398
02846,0.042275,0.004961,0.984355,0.065155,0.378662,0.003941,0.411077
02860,0.051756,0.007403,0.976615,0.075946,0.46582,0.007634,0.378197
02869,0.125357,0.009865,0.968759,0.057026,0.343262,0.002494,0.326591
02896,0.184844,0.01353,0.957148,0.055235,0.416016,0.006346,0.225029
02956,0.101201,0.007949,0.974963,0.065234,0.426514,0.005595,0.540159
03019,0.126315,0.011158,0.964453,0.04434,0.247437,0.001914,0.404853
03045,0.142658,0.011121,0.96482,0.05436,0.35498,0.003651,0.321294
03100,0.089059,0.006583,0.979106,0.044451,0.369629,0.003023,0.469824
03109,0.08826,0.007319,0.976949,0.039123,0.27832,0.002126,0.473999
03143,0.110235,0.008091,0.974284,0.03867,0.280518,0.002055,0.453776
03173,0.057172,0.007083,0.977432,0.047644,0.392334,0.004498,0.486806
03219,0.12039,0.005274,0.983339,0.042229,0.359619,0.003328,0.463859
03260,0.103998,0.005122,0.983789,0.046767,0.352783,0.003385,0.487761
03281,0.136633,0.007894,0.975049,0.059169,0.4104,0.004804,0.471724
03289,0.092869,0.006918,0.978072,0.071396,0.416992,0.004381,0.559878
03354,0.076649,0.009307,0.970641,0.073208,0.345703,0.002755,0.54294
03375,0.054156,0.005872,0.981277,0.07824,0.431885,0.005235,0.553444
03381,0.071778,0.005795,0.98172,0.061348,0.40332,0.004489,0.524256
03409,0.107792,0.005767,0.981696,0.046056,0.332444,0.003033,0.514836
03417,0.117758,0.007512,0.976082,0.074586,0.481858,0.008265,0.569739
03433,0.070507,0.007109,0.977617,0.04717,0.32959,0.002388,0.452252
03438,0.110111,0.007869,0.975089,0.04886,0.325684,0.002725,0.424684
03462,0.094064,0.010504,0.966736,0.059509,0.35791,0.004154,0.419563
03473,0.128657,0.016603,0.947271,0.069557,0.451172,0.007342,0.288507
03575,0.097254,0.006146,0.980437,0.05561,0.382568,0.003689,0.503952
03589,0.126719,0.005666,0.982032,0.035991,0.264648,0.002459,0.431456
03600,0.143965,0.007643,0.975641,0.056752,0.366943,0.003902,0.47149
03640,0.07345,0.00764,0.975814,0.065077,0.390137,0.004009,0.421653
03708,0.135249,0.012233,0.961077,0.054361,0.37207,0.003784,0.465737
03719,0.140821,0.010533,0.966234,0.04762,0.297607,0.002557,0.449791
03769,0.159382,0.008276,0.974,0.055686,0.354248,0.00305,0.313449
03813,0.067017,0.004553,0.985734,0.060097,0.378662,0.003976,0.249064
03836,0.132839,0.006447,0.979566,0.043278,0.262207,0.00186,0.334405
03878,0.663555,0.023526,0.92638,0.031428,0.189331,0.002939,0.454328
03989,0.832623,0.010886,0.967642,0.03585,0.272705,0.003843,0.453076
04006,0.670115,0.028377,0.911332,0.02551,0.09967,0.001733,0.256533
04018,0.770119,0.013982,0.955072,0.030895,0.122314,0.002059,0.481879
04026,0.779659,0.014199,0.954698,0.030547,0.124207,0.002061,0.450484
04053,0.493863,0.021857,0.931875,0.031872,0.150681,0.001572,0.427347
04092,0.573033,0.034539,0.889561,0.031359,0.153564,0.00177,0.410153
04160,0.042322,0.002065,0.9935,0.051688,0.31665,0.002894,0.446361
