sample_id,mean_learned_conflict,mean_abs_diff_vs_baseline,tanh_gate_scale
01406,0.14789308607578278,0.013116873800754547,0.999822484097722
01422,0.14773742854595184,0.013254783116281033,0.999822484097722
01413,0.14747487008571625,0.012739058583974838,0.999822484097722
01415,0.14745596051216125,0.012511675246059895,0.999822484097722
01393,0.14507098495960236,0.01314303558319807,0.999822484097722
01432,0.12809044122695923,0.017003895714879036,0.999822484097722
